product_id,name,Price,image_path,text_description
cb2-1043,"Kishi 75"" Rectangular White Marble Dining Table","$2,499.00",https://cb2.scene7.com/is/image/CB2/KishiRectWtMrbDngTbl75inSHS24/$web_plp_card$/240215085300/kishi-rectangular-white-marble-dining-table-75.jpg,https://www.cb2.com/kishi-75-rectangular-white-marble-dining-table/s657407
cb2-1044,"Landscape 95"" Rectangular White Washed Wood Dining Table","$1,999.00",https://cb2.scene7.com/is/image/CB2/LandscapeLvEdgWtWhWdDnTbSHS24/$web_plp_card$/240215085308/landscape-live-edge-white-washed-wood-dining-table.jpg,https://www.cb2.com/landscape-95-rectangular-white-washed-wood-dining-table/s411827
cb2-1045,"Bancroft 60"" Round Oak Pedestal Dining Table","Sale $1,519.20",https://cb2.scene7.com/is/image/CB2/BancroftRnd60OakTableSHS24/$web_plp_card$/240215085308/bancroft-round-oak-pedestal-dining-table-60.jpg,https://www.cb2.com/bancroft-60-round-oak-pedestal-dining-table/s313805
cb2-1046,"Spigolo 107"" Bleached Oak Dining Table by goop","$2,799.00",https://cb2.scene7.com/is/image/CB2/SpigoloWhtWshdXLDnngTblSHS24/$web_plp_card$/240215085309/spigolo-extra-large-bleached-oak-dining-table-by-goop.jpg,https://www.cb2.com/spigolo-107-bleached-oak-dining-table-by-goop/s452192
cb2-1047,"Reign 60"" Round Marble Dining Table","Clearance $1,399.91",https://cb2.scene7.com/is/image/CB2/ReignMrblNMtlLrgDngTableSHS24/$web_plp_card$/240215085309/reign-large-round-marble-dining-table.jpg,https://www.cb2.com/reign-60-round-marble-dining-table/s550424
cb2-1048,"Taza 54"" Round Travertine Dining Table","$2,999.00",https://cb2.scene7.com/is/image/CB2/TazaTravertineTableSHF23/$web_plp_card$/240215085103/taza-round-travertine-dining-table.jpg,https://www.cb2.com/taza-54-round-travertine-dining-table/s441747
cb2-1049,"Irie 100"" Rectangular White Concrete Dining Table","$3,499.00",https://cb2.scene7.com/is/image/CB2/IrieDiningTableSHF23/$web_plp_card$/240215085127/irie-dining-table.jpg,https://www.cb2.com/irie-100-rectangular-white-concrete-dining-table/s322115
cb2-1050,"Lola 45"" Round Black Concrete Dining Table",$999.00,https://cb2.scene7.com/is/image/CB2/LolaBlackDiningTableSHS24/$web_plp_card$/240215085308/lola-round-black-concrete-dining-table.jpg,https://www.cb2.com/lola-45-round-black-concrete-dining-table/s217813
cb2-1051,"Babylon 30"" Round Black Marble Bistro Table","$1,699.00",https://cb2.scene7.com/is/image/CB2/BabylonBlkRoundTableSmSHS22/$web_plp_card$/240215084623/babylon-black-marble-dining-table.jpg,https://www.cb2.com/babylon-30-round-black-marble-bistro-table/s603784
cb2-1052,"Aqua Virgo 72"" Rectangular Dark Burl Wood Dining Table",$899.00,https://cb2.scene7.com/is/image/CB2/AquaVrgDrkBrnBrlDngTblSHS24/$web_plp_card$/240215085308/aqua-virgo-dark-burl-wood-dining-table.jpg,https://www.cb2.com/aqua-virgo-72-rectangular-dark-burl-wood-dining-table/s217693
cb2-1053,"Providence 60"" Round Cerused Oak Dining Table","Sale $1,039.20",https://cb2.scene7.com/is/image/CB2/PrvdncCrdOakDngTbl60inRdSHS24/$web_plp_card$/240215085309/providence-60-round-cerused-oak-dining-table.jpg,https://www.cb2.com/providence-60-round-cerused-oak-dining-table/s667627
cb2-1054,"Stone 47"" Round White Concrete Dining Table with Glass Top",$899.00,https://cb2.scene7.com/is/image/CB2/StoneRdWtCnctDnTblWGlsTpSHS24/$web_plp_card$/240215085254/stone-round-white-concrete-dining-table-with-glass-top.jpg,https://www.cb2.com/stone-47-round-white-concrete-dining-table-with-glass-top/s388983
cb2-1055,"Spigolo 84"" Bleached Oak Dining Table by goop","$2,599.00",https://cb2.scene7.com/is/image/CB2/SpigoloWhtWshdDnngTblSHS24/$web_plp_card$/240215085309/spigolo-bleached-oak-dining-table-by-goop.jpg,https://www.cb2.com/spigolo-84-bleached-oak-dining-table-by-goop/s452145
cb2-1056,"Julius 48"" Round Marble Dining Table","$2,999.00",https://cb2.scene7.com/is/image/CB2/Julius48inRndDiningTableSHS24/$web_plp_card$/240215085309/julius-48-round-marble-dining-table.jpg,https://www.cb2.com/julius-48-round-marble-dining-table/s627149
cb2-1057,"Sydney 95"" Rectangular Carrara Marble Dining Table with White Oak Legs","$3,399.00",https://cb2.scene7.com/is/image/CB2/SydneyTableCrrrNWhtOakLgSHF23/$web_plp_card$/240215085230/sydney-rectangular-carrara-marble-dining-table-with-white-oak-legs-95.5.jpg,https://www.cb2.com/sydney-95-rectangular-carrara-marble-dining-table-with-white-oak-legs/s476106
cb2-1058,"Bancroft 38"" Round Oak Pedestal Dining Table",Sale $799.20,https://cb2.scene7.com/is/image/CB2/BancroftRnd38OakTableSHS24/$web_plp_card$/240215085308/bancroft-round-oak-pedestal-dining-table-38.jpg,https://www.cb2.com/bancroft-38-round-oak-pedestal-dining-table/s313819
cb2-1059,"Babylon 30"" Round Green Marble Bistro Table","$1,699.00",https://cb2.scene7.com/is/image/CB2/BabylonGrnMrblTableSmSHS24/$web_plp_card$/240215085308/babylon-green-marble-bistro-table.jpg,https://www.cb2.com/babylon-30-round-green-marble-bistro-table/s603797
cb2-1060,"Taza 54"" Round Black Marble Dining Table","$2,899.00",https://cb2.scene7.com/is/image/CB2/TazaBlackMarbleTableSHF23/$web_plp_card$/240215085128/taza-round-black-marble-dining-table.jpg,https://www.cb2.com/taza-54-round-black-marble-dining-table/s441731
cb2-1061,"Landscape 118"" Rectangular White Washed Wood Dining Table","Clearance $1,799.99",https://cb2.scene7.com/is/image/CB2/LandscapeDnTb118inSHS24/$web_plp_card$/240215085308/landscape-live-edge-xl-white-washed-wood-dining-table.jpg,https://www.cb2.com/landscape-118-rectangular-white-washed-wood-dining-table/s411866
cb2-1062,"Providence 90"" Rectangular Black Ebonized Oak Wood Dining Table","$1,499.00",https://cb2.scene7.com/is/image/CB2/ProvidenceEdOk90inDngTblSHF23/$web_plp_card$/240215085128/providence-rectangular-black-ebonized-oak-wood-dining-table-90.jpg,https://www.cb2.com/providence-90-rectangular-black-ebonized-oak-wood-dining-table/s440912
cb2-1063,"Lucia 60"" Round Black Resin Dining Table","Sale $1,699.15",https://cb2.scene7.com/is/image/CB2/LuciaResinDiningTableSHF23/$web_plp_card$/240215085221/lucia-round-black-resin-dining-table.jpg,https://www.cb2.com/lucia-60-round-black-resin-dining-table/s441459
cb2-1064,"Reign 28"" Round Marble Dining Table",$799.00,https://cb2.scene7.com/is/image/CB2/ReignMrblNMtlSmDngTableSHF21/$web_plp_card$/240215084442/reign-small-round-marble-dining-table.jpg,https://www.cb2.com/reign-28-round-marble-dining-table/s602863
cb2-1065,"Providence 60"" Round Black Ebonized Oak Wood Dining Table","Sale $1,039.20",https://cb2.scene7.com/is/image/CB2/ProvidenceEdOk60inRdDnTbSHF23/$web_plp_card$/240215085226/providence-round-black-ebonized-oak-wood-dining-table-60.jpg,https://www.cb2.com/providence-60-round-black-ebonized-oak-wood-dining-table/s440934
cb2-1066,"Bormio 78"" Rectangular Grey Lacquer Dining Table by Gianfranco Frattini",$999.99,https://cb2.scene7.com/is/image/CB2/BormioTableStlGreyLcqrSHF23/$web_plp_card$/240215085103/bormio-lacquered-grey-dining-table.jpg,https://www.cb2.com/bormio-78-rectangular-grey-lacquer-dining-table-by-gianfranco-frattini/s487342
cb2-1067,"Aqua Virgo 100"" Rectangular Walnut Wood Dining Table",Sale $959.20,https://cb2.scene7.com/is/image/CB2/AquaVirgoWlntDnngTblLrgSHF23/$web_plp_card$/240215085217/aqua-virgo-rectangular-walnut-wood-dining-table-100.jpg,https://www.cb2.com/aqua-virgo-100-rectangular-walnut-wood-dining-table/s440714
cb2-1068,"Aqua Virgo 72"" Rectangular Walnut Wood Dining Table",Sale $639.20,https://cb2.scene7.com/is/image/CB2/AquaVirgoWlntDnngTblSmSHF23/$web_plp_card$/240215085127/aqua-virgo-rectangular-walnut-wood-dining-table-72.jpg,https://www.cb2.com/aqua-virgo-72-rectangular-walnut-wood-dining-table/s440725
cb2-1069,"Aqua Virgo 100"" Rectangular White Dining Table","$1,199.00",https://cb2.scene7.com/is/image/CB2/AquaVirgoDiningTableLrgSHS24/$web_plp_card$/240215085250/aqua-virgo-large-white-dining-table.jpg,https://www.cb2.com/aqua-virgo-100-rectangular-white-dining-table/s443252
cb2-1070,"Stone 47"" Round Grey Concrete Dining Table with Glass Top",$899.00,https://cb2.scene7.com/is/image/CB2/StoneGreyTableRound47inSHS24/$web_plp_card$/240215085309/stone-round-grey-concrete-dining-table-with-glass-top.jpg,https://www.cb2.com/stone-47-round-grey-concrete-dining-table-with-glass-top/s388953
cb2-1071,"Stone 95"" Rectangular Grey Concrete Dining Table with Glass Top","$1,999.00",https://cb2.scene7.com/is/image/CB2/StoneGreyTableRect95inSHS24/$web_plp_card$/240215085309/stone-rectangular-grey-concrete-dining-table-with-glass-top.jpg,https://www.cb2.com/stone-95-rectangular-grey-concrete-dining-table-with-glass-top/s389001
cb2-1072,"Dunn 107"" Rectangular Black Ash Wood Dining Table","$1,899.00",https://cb2.scene7.com/is/image/CB2/DunnWoodDiningTableSHS22/$web_plp_card$/240215084630/dunn-rectangular-black-wood-dining-table.jpg,https://www.cb2.com/dunn-107-rectangular-black-ash-wood-dining-table/s464064
cb2-1073,"Aqua Virgo 100"" Rectangular Dark Burl Wood Dining Table","Sale $1,039.20",https://cb2.scene7.com/is/image/CB2/AquaVrgDrkBrnBrlLgDngTblSHS24/$web_plp_card$/240215085308/aqua-virgo-large-dark-burl-wood-dining-table.jpg,https://www.cb2.com/aqua-virgo-100-rectangular-dark-burl-wood-dining-table/s217707
cb2-1074,"Anacapri 53"" Square Marble Dining Table by Gianfranco Frattini","Clearance $1,299.94",https://cb2.scene7.com/is/image/CB2/AnacapriSquareMarbleTblSHF22/$web_plp_card$/240215084937/anacapri-square-marble-dining-table.jpg,https://www.cb2.com/anacapri-53-square-marble-dining-table-by-gianfranco-frattini/s108787
cb2-1075,Sydney Rectangular Black Marble Dining Table with Black Steel Legs 72'',"$2,149.00",https://cb2.scene7.com/is/image/CB2/SydneyTableMrqnNBlackSmSHF23/$web_plp_card$/240215085223/sydney-rectangular-black-marble-dining-table-with-black-legs-72.jpg,https://www.cb2.com/sydney-rectangular-black-marble-dining-table-with-black-steel-legs-72/s475982
cb2-1076,Sydney Rectangular Carrara Marble Dining Table with White Oak Legs 72'',"$2,699.00",https://cb2.scene7.com/is/image/CB2/SydneyTableCrrrNWhtOakSmSHF23/$web_plp_card$/240215085221/sydney-rectangular-carrara-marble-dining-table-with-white-oak-legs-72.jpg,https://www.cb2.com/sydney-rectangular-carrara-marble-dining-table-with-white-oak-legs-72/s476093
cb2-1077,Sydney Rectangular Travetine Dining Table with Walnut Legs 72'',"$2,799.00",https://cb2.scene7.com/is/image/CB2/SydneyTableTrvrtnNWlntSmSHF23/$web_plp_card$/240215085223/sydney-rectangular-travetine-dining-table-with-walnut-legs-72.jpg,https://www.cb2.com/sydney-rectangular-travetine-dining-table-with-walnut-legs-72/s475732
cb2-1078,Sydney Rectangular Carrara Marble Dining Table with Black Steel Legs 72'',"$2,149.00",https://cb2.scene7.com/is/image/CB2/SydneyTableCrrrNBlkSmSHF23/$web_plp_card$/240215085221/sydney-rectangular-carrara-marble-dining-table-with-black-legs-72.jpg,https://www.cb2.com/sydney-rectangular-carrara-marble-dining-table-with-black-steel-legs-72/s475819
cb2-1079,Sydney Rectangular White Oak Dining Table 72'',"$1,999.00",https://cb2.scene7.com/is/image/CB2/SydneyTableWhtOakNWtOkSmSHF23/$web_plp_card$/240215085230/sydney-rectangular-white-oak-dining-table-72.jpg,https://www.cb2.com/sydney-rectangular-white-oak-dining-table-72/s475921
cb2-1080,Sydney Rectangular White Oak Dining Table 95.5'',"$2,299.00",https://cb2.scene7.com/is/image/CB2/SydneyTableWhtOakNWtOkLgSHF23/$web_plp_card$/240215085230/sydney-rectangular-white-oak-dining-table-95.5.jpg,https://www.cb2.com/sydney-rectangular-white-oak-dining-table-95.5/s475956
cb2-1081,Sydney Rectangular Travertine Dining Table with Black Steel Legs 72'',"$2,249.00",https://cb2.scene7.com/is/image/CB2/SydneyTableTrvrtnNBlkSmSHF23/$web_plp_card$/240215085221/sydney-rectangular-travertine-dining-table-with-black-legs-72.jpg,https://www.cb2.com/sydney-rectangular-travertine-dining-table-with-black-steel-legs-72/s475758
cb2-1082,Sydney Rectangular Travertine Dining Table with Black Steel Legs 95.5'',"$2,899.00",https://cb2.scene7.com/is/image/CB2/SydneyTableTrvrtnNBlkLgSHF23/$web_plp_card$/240215085221/sydney-rectangular-travertine-dining-table-with-black-legs-95.5.jpg,https://www.cb2.com/sydney-rectangular-travertine-dining-table-with-black-steel-legs-95.5/s475778
cb2-1083,Sydney Rectangular White Oak Dining Table with Black Steel Legs 72'',"$1,449.00",https://cb2.scene7.com/is/image/CB2/SydneyTableWhtOakNBlkSmSHF23/$web_plp_card$/240215085223/sydney-rectangular-white-oak-dining-table-with-black-legs-72.jpg,https://www.cb2.com/sydney-rectangular-white-oak-dining-table-with-black-steel-legs-72/s475888
cb2-1084,Sydney Rectangular White Oak Dining Table with Black Steel  Legs 95.5'',"$1,599.00",https://cb2.scene7.com/is/image/CB2/SydneyTableWhtOakNBlkLgSHF23/$web_plp_card$/240215085223/sydney-rectangular-white-oak-dining-table-with-black-legs-95.5.jpg,https://www.cb2.com/sydney-rectangular-white-oak-dining-table-with-black-steel-legs-95.5/s475905
cb2-1085,Sydney Rectangular Walnut Dining Table with Black Steel Legs 72'',"$1,449.00",https://cb2.scene7.com/is/image/CB2/SydneyTableWalnutNBlkSmSHF23/$web_plp_card$/240215085223/sydney-rectangular-walnut-dining-table-with-black-legs-72.jpg,https://www.cb2.com/sydney-rectangular-walnut-dining-table-with-black-steel-legs-72/s475708
cb2-1086,Sydney Rectangular Walnut Dining Table with Black Steel Legs 95.5'',"$1,599.00",https://cb2.scene7.com/is/image/CB2/SydneyTableWalnutNBlkLgSHF23/$web_plp_card$/240215085223/sydney-rectangular-walnut-dining-table-with-black-legs-95.5.jpg,https://www.cb2.com/sydney-rectangular-walnut-dining-table-with-black-steel-legs-95.5/s475728
cb2-1087,Sydney Rectangular Ebonized Oak Dining Table with Black Steel Legs 72'',"$1,449.00",https://cb2.scene7.com/is/image/CB2/SydneyTableEbnzdNBlkSmSHF23/$web_plp_card$/240215085221/sydney-rectangular-ebonized-oak-dining-table-with-black-legs-72.jpg,https://www.cb2.com/sydney-rectangular-ebonized-oak-dining-table-with-black-steel-legs-72/s476128
